지역,공동주택명,주소,행정동,세대수,층수,동수,준공연도,관리실번호,위도(lat),경도(lon),정제된주소
천안시,성거백승아파트,천안시 서북구 천흥4길 6(성거읍),성거읍,188.0,20.0,2.0,1995-01-17,041-622-4169,36.8733778415945,127.202911747416,천안시 서북구 천흥4길 6
천안시,장미아파트,천안시 서북구 성거길 82(성거읍),성거읍,207.0,13.0,2.0,1998-12-27,041-622-5544,36.872178317728,127.202688410212,천안시 서북구 성거길 82
천안시,진성아파트,천안시 서북구 성거길 152-9(성거읍),성거읍,110.0,11.0,2.0,1993-11-26,041-622-4140,36.8777308257519,127.205769904962,천안시 서북구 성거길 152-9
천안시,우송팰리스,천안시 서북구 수청2길 24(성거읍),성거읍,96.0,5.0,6.0,2015-10-08,041-522-2256,36.875707796585,127.201120509454,천안시 서북구 수청2길 24
천안시,쁘띠노블레스,천안시 서북구 성거길 105(성거읍),성거읍,69.0,10.0,1.0,2016-01-15,041-555-8771,36.8750486001249,127.201570791387,천안시 서북구 성거길 105
천안시,직산역한화꿈에그린아파트,천안시 서북구 신월길 20(성거읍),성거읍,416.0,25.0,5.0,2019-01-09,041-583-7739,36.8732637306735,127.149151942239,천안시 서북구 신월길 20
천안시,성거국민주택,천안시 서북구 천흥3길 13(성거읍),성거읍,48.0,3.0,3.0,1994-08-24,,36.8716932138488,127.201494008268,천안시 서북구 천흥3길 13
천안시,직산역 서희스타힐스(천안첨단서희),천안시 천안대로 1450-34,,653.0,25.0,8.0,2024-02-28,041-582-7012,36.8700265317875,127.152273402356,천안시 천안대로 1450-34
천안시,성정한도아파트,천안시 서북구 성정로 139-10(성정동),성정1동,110.0,15.0,1.0,1992-08-05,041-572-9847,36.8142233320905,127.146526332818,천안시 서북구 성정로 139-10
천안시,성정활림아파트(1차),천안시 서북구 선영10길 12(성정동),성정1동,76.0,15.0,1.0,1993-09-18,041-572-7448,36.8163979719623,127.143279046174,천안시 서북구 선영10길 12
천안시,성정활림목련아파트(2차),천안시 서북구 성정8길 14(성정동),성정1동,159.0,17.0,1.0,1994-11-16,041-576-6997,36.8169512170977,127.140667571132,천안시 서북구 성정8길 14
천안시,대우성촌프라자아파트,천안시 서북구 성정15길 6(성정동),성정1동,76.0,14.0,1.0,1993-08-24,041-575-3755,36.8175658294772,127.138237958395,천안시 서북구 성정15길 6
천안시,주공5단지아파트(1차),"천안시 서북구 성정로 75(성정동), 1차 관리사무소",성정1동,410.0,5.0,11.0,1988-10-01,041-573-3334,36.814419509112,127.139400997364,천안시 서북구 성정로 75
천안시,천안역우방아이유쉘아파트,천안시 서북구 천안천6길 33(성정동),성정1동,298.0,20.0,5.0,2018-11-13,041-551-3457,36.8172443671216,127.149155702697,천안시 서북구 천안천6길 33
천안시,와촌동신동아파밀리에아파트,천안시 서북구 천안천4길 18-10(와촌동),,621.0,15.0,11.0,2005-03-28,041-571-3535,36.8080655060112,127.143942849102,천안시 서북구 천안천4길 18-10
천안시,성정현대아파트,천안시 서북구 쌍용대로 303(성정동),성정2동,520.0,13.0,7.0,1990-05-27,041-574-2540,36.8253230172821,127.136371396505,천안시 서북구 쌍용대로 303
천안시,"대우목화아파트(1,2,3차)",천안시 서북구 서부16길 49(성정동),성정2동,590.0,5.0,17.0,1986-10-30,041-575-4591,36.8225414680027,127.141620098856,천안시 서북구 서부16길 49
천안시,주공6단지아파트(1차),천안시 서북구 서부대로 648-13(성정동),성정2동,581.0,5.0,11.0,1989-11-25,041-577-5368,36.8252339668577,127.134650228341,천안시 서북구 서부대로 648-13
천안시,주공6단지아파트(3차),천안시 서북구 쌍용대로 289-11(성정동),성정2동,588.0,6.0,11.0,1991-06-14,041-574-3775,36.8235644111964,127.132952558564,천안시 서북구 쌍용대로 289-11
천안시,성정선경아파트,천안시 서북구 도원2길 39(성정동),성정2동,378.0,18.0,4.0,1994-06-30,041-578-4440,36.8218849601588,127.133323452911,천안시 서북구 도원2길 39
천안시,대우성정프라자,천안시 서북구 서부15길 41(성정동),성정2동,83.0,13.0,1.0,1991-07-29,041-575-3977,36.822199851777,127.141700730484,천안시 서북구 서부15길 41
천안시,화승아파트,천안시 서북구 서부4길 34(성정동),성정2동,90.0,5.0,2.0,1990-12-08,041-576-6525,36.8215948311765,127.141487329073,천안시 서북구 서부4길 34
천안시,프라지움아파트(3차),천안시 서북구 성정두정로 35(성정동),성정2동,210.0,12.0,1.0,2014-05-02,041-555-2755,36.8288001321291,127.140922639245,천안시 서북구 성정두정로 35
천안시,평화로운나날,천안시 서북구 성정공원6길 36(성정동),성정2동,260.0,12.0,1.0,2013-12-02,041-622-8868,36.828363313954,127.141648314627,천안시 서북구 성정공원6길 36
천안시,주공6단지아파트(2차),천안시 서북구 쌍용대로 289-28(성정동),성정2동,504.0,6.0,8.0,1990-09-15,041-575-5171,36.8240902377481,127.133969761512,천안시 서북구 쌍용대로 289-28
천안시,학산리젠다빌B동(2차),천안시 서북구 동서대로 129-20(성정동),성정2동,143.0,15.0,1.0,2013-08-13,,36.8275841842436,127.137919590618,천안시 서북구 동서대로 129-20
천안시,학산리젠다빌A동(2차),천안시 서북구 동서대로 129-22(성정동),성정2동,247.0,15.0,1.0,2013-09-12,041-622-6620,36.8278316833363,127.13794996354,천안시 서북구 동서대로 129-22
천안시,프라지움아파트(5차),천안시 서북구 오성로 120(성정동),성정2동,297.0,12.0,1.0,2015-08-13,041-902-0841,36.8296862780444,127.140773272235,천안시 서북구 오성로 120
천안시,학산리젠다빌아파트(3차),천안시 서북구 성정공원3길 4(성정동),성정2동,168.0,12.0,1.0,2016-01-12,041-522-9219,36.8261598433825,127.141338247074,천안시 서북구 성정공원3길 4
천안시,FM21,천안시 서북구 쌍용대로 348(성정동),성정2동,204.0,14.0,1.0,2014-08-01,041-557-1664,36.8283727243335,127.138013931287,천안시 서북구 쌍용대로 348
천안시,FM25,천안시 서북구 성정두정로 43(성정동),성정2동,220.0,12.0,1.0,2016-01-05,041-577-1665,36.8294889363522,127.140924687199,천안시 서북구 성정두정로 43
천안시,리슈빌DS,천안시 서북구 성정두정로 19(성정동),성정2동,190.0,12.0,1.0,2016-09-06,041-909-3221,36.8272340119024,127.14076620156,천안시 서북구 성정두정로 19
천안시,프라지움아파트(6차),천안시 서북구 성정공원6길 1-12(성정동),성정2동,299.0,15.0,1.0,2016-09-05,041-622-6338,36.8299781315089,127.138174421365,천안시 서북구 성정공원6길 1-12
천안시,프라지움아파트(7차),천안시 서북구 성정공원6길 37(성정동),성정2동,299.0,12.0,1.0,2016-12-02,041-622-8468,36.8287300216992,127.141760075592,천안시 서북구 성정공원6길 37
천안시,프라지움아파트(8차),천안시 서북구 오성로 130(성정동),성정2동,168.0,12.0,1.0,2016-11-16,041-555-0336,36.8297217994332,127.141668754208,천안시 서북구 오성로 130
천안시,모아엘가워너비,천안시 서북구 성정공원7길 9(성정동),성정2동,267.0,12.0,1.0,2017-09-29,041-569-5675,36.8294449053917,127.142183543705,천안시 서북구 성정공원7길 9
천안시,프라지움아파트(10차),천안시 서북구 성정공원3길 14(성정동),성정2동,299.0,15.0,1.0,2018-08-24,041-566-3832,36.8259157899271,127.142423499055,천안시 서북구 성정공원3길 14
천안시,프라지움아파트(11차),천안시 서북구 동서대로 165(성정동),성정2동,234.0,15.0,1.0,2019-07-02,041-557-1011,36.8258953445761,127.141736575656,천안시 서북구 동서대로 165
천안시,더리치빌,천안시 서북구 성정공원6길 26(성정동),성정2동,98.0,9.0,1.0,2012-11-12,,36.8284490187871,127.140501084596,천안시 서북구 성정공원6길 26
천안시,하이스타운(3차),천안시 서북구 성정공원7길 3(성정동),성정2동,119.0,12.0,1.0,2014-08-14,041-555-9115,36.8294064888444,127.141679718615,천안시 서북구 성정공원7길 3
천안시,스위스캐슬,천안시 서북구 성정두정로 14(성정동),성정2동,129.0,12.0,1.0,2012-12-21,041-557-1453,36.8268625322572,127.141334159134,천안시 서북구 성정두정로 14
천안시,해피드림(2차),천안시 서북구 성정두정로 21(성정동),성정2동,79.0,12.0,1.0,2014-08-21,,36.8274324136623,127.14078494808,천안시 서북구 성정두정로 21
천안시,해피드림(1차),천안시 서북구 성정공원3길 29(성정동),성정2동,55.0,10.0,1.0,2013-07-04,,36.8263715016861,127.144200079205,천안시 서북구 성정공원3길 29
천안시,비바루체,천안시 서북구 성정공원6길 6,성정동,248.0,15.0,1.0,2024-03-07,041-622-7767,36.8286057107511,127.138203563809,천안시 서북구 성정공원6길 6
천안시,성환e편한세상아파트,천안시 서북구 성환1로 54-45(성환읍),성환읍,571.0,20.0,6.0,2009-09-30,041-583-6300,36.9011471466421,127.132261241219,천안시 서북구 성환1로 54-45
천안시,성환부영아파트(1차),천안시 서북구 천안대로 1843(성환읍),성환읍,802.0,12.0,9.0,1998-06-15,041-582-0572,36.9028130783493,127.13539522797,천안시 서북구 천안대로 1843
천안시,성환부영아파트(2차),천안시 서북구 천안대로 1853(성환읍),성환읍,414.0,15.0,7.0,2005-05-24,041-585-9742,36.9053997104927,127.134411825665,천안시 서북구 천안대로 1853
천안시,성환중앙아파트,천안시 서북구 연암율금로 480(성환읍),성환읍,117.0,15.0,1.0,1992-06-25,041-581-7957,36.9113746977269,127.130776567209,천안시 서북구 연암율금로 480
천안시,성환삼풍아파트,천안시 서북구 성환2로 56(성환읍),성환읍,203.0,15.0,1.0,1993-11-27,041-582-0914,36.9120831858897,127.131550044922,천안시 서북구 성환2로 56
천안시,미성아파트,천안시 서북구 신선동길 42(성환읍),성환읍,60.0,6.0,1.0,1989-11-25,041-581-5880,36.9121415675155,127.13301512184,천안시 서북구 신선동길 42
천안시,성환골드맨션,천안시 서북구 성환1로 204(성환읍),성환읍,130.0,5.0,2.0,1991-12-21,041-581-8755,36.9132950021829,127.129063816314,천안시 서북구 성환1로 204
천안시,성환개나리아파트,천안시 서북구 상덕매주길 169-16(성환읍),성환읍,50.0,5.0,1.0,1991-12-24,,36.9046680118174,127.121095196951,천안시 서북구 상덕매주길 169-16
천안시,혜성아파트,천안시 서북구 성환2로 24(성환읍),성환읍,49.0,8.0,1.0,1996-07-16,041-581-6624,36.9096735957573,127.129555825025,천안시 서북구 성환2로 24
천안시,현대한솔아파트,천안시 서북구 성월2길 16(성환읍),성환읍,353.0,19.0,2.0,1997-11-14,041-582-4437,36.9182965018617,127.135874748629,천안시 서북구 성월2길 16
천안시,태양아파트,천안시 서북구 학사촌1길 23(성환읍),성환읍,60.0,5.0,1.0,2001-08-08,,36.918196857491,127.141343726327,천안시 서북구 학사촌1길 23
천안시,성산연립주택,천안시 서북구 성진로 64(성환읍),성환읍,100.0,4.0,2.0,1993-12-30,041-581-1948,36.9114769660046,127.141855033217,천안시 서북구 성진로 64
천안시,아포리예미원,천안시 서북구 성환6길 8(성환읍),성환읍,94.0,15.0,1.0,2006-01-09,,36.9128519330491,127.133468364556,천안시 서북구 성환6길 8
천안시,성환부자마을아파트,천안시 서북구 성환3로 57(성환읍),성환읍,44.0,13.0,1.0,2007-06-13,041-581-6688,36.9151205381655,127.134658259601,천안시 서북구 성환3로 57
천안시,성환조양아파트,천안시 서북구 성환10길 3-4(성환읍),성환읍,60.0,5.0,2.0,1985-06-20,041-582-1620,36.916559023147,127.130479276231,천안시 서북구 성환10길 3-4
천안시,영흥아파트,천안시 서북구 신방로 362(성환읍),성환읍,120.0,8.0,2.0,1993-01-07,041-581-1253,36.9230383819064,127.118395663448,천안시 서북구 신방로 362
천안시,직산근로자아파트,천안시 서북구 무내2길 8(성환읍),성환읍,100.0,5.0,2.0,1994-08-30,041-584-0330,36.9439570608902,127.151179004437,천안시 서북구 무내2길 8
천안시,한미래아파트,천안시 서북구 안궁1길 2(성환읍),성환읍,242.0,11.0,2.0,2003-12-02,041-582-7313,36.9562130924531,127.132181697012,천안시 서북구 안궁1길 2
천안시,성환이화아파트,천안시 서북구 율금1길 276(성환읍),성환읍,202.0,11.0,2.0,1998-01-21,041-582-4684,36.9027473387101,127.109374232073,천안시 서북구 율금1길 276
천안시,대영한아름아파트,천안시 서북구 율금1길 309(성환읍),성환읍,196.0,9.0,4.0,1998-12-21,041-582-4597,36.9056388266691,127.111933407922,천안시 서북구 율금1길 309
천안시,두진그린힐아파트,천안시 서북구 율금1길 221-34(성환읍),성환읍,996.0,12.0,8.0,2001-08-09,041-587-2580,36.905497936579,127.099533872161,천안시 서북구 율금1길 221-34
천안시,미산라이프아파트,천안시 서북구 성월2길 30(성환읍),성환읍,80.0,15.0,1.0,2016-05-26,,36.9175924107071,127.137576494688,천안시 서북구 성월2길 30
천안시,건주참조은아파트,천안시 서북구 성환4길 6(성환읍),성환읍,58.0,17.0,1.0,2016-11-10,041-585-9180,36.9119137973285,127.129814005897,천안시 서북구 성환4길 6
천안시,삼우주택,천안시 서북구 성월3길 13-1(성환읍),성환읍,39.0,3.0,2.0,1984-01-31,,36.9209343345755,127.135031429139,천안시 서북구 성월3길 13-1
천안시,성환주택,천안시 서북구 성환읍 성월2길 34,성환읍,96.0,3.0,4.0,1984-11-26,,36.9169820052472,127.138356020315,천안시 서북구 성환읍 성월2길 34
천안시,창환주택,천안시 서북구 성환읍 신선동길 39-4,성환읍,54.0,3.0,3.0,1984-07-30,,36.912901905586,127.132375010476,천안시 서북구 성환읍 신선동길 39-4
천안시,성환 까사밀라,천안시 서북구 성환읍 성환3로 60,성환읍,36.0,5.0,1.0,2024-12-11,,36.9146051216178,127.134570271286,천안시 서북구 성환읍 성환3로 60
천안시,일성아파트(1차),천안시 서북구 봉서7길 13(쌍용동),쌍용1동,570.0,18.0,6.0,1992-11-20,041-571-9902,36.8085346526222,127.129991041274,천안시 서북구 봉서7길 13
천안시,광명장미아파트,천안시 서북구 미라2길 19(쌍용동),쌍용1동,990.0,20.0,8.0,1993-11-24,041-573-1131,36.8014416414255,127.128834420719,천안시 서북구 미라2길 19
천안시,쌍용현대아파트(1차),천안시 서북구 새말3길 29(쌍용동),쌍용1동,286.0,14.0,3.0,1991-09-10,041-573-2658,36.7954309089214,127.132320615232,천안시 서북구 새말3길 29
천안시,일성버들아파트(2차),천안시 서북구 봉서8길 6(쌍용동),쌍용1동,159.0,20.0,1.0,1994-11-02,041-571-4391,36.8098738539011,127.131248560174,천안시 서북구 봉서8길 6
천안시,대우타워아파트,천안시 서북구 미라15길 24(쌍용동),쌍용1동,659.0,25.0,8.0,1994-09-09,041-571-2042,36.806488267854,127.132082681856,천안시 서북구 미라15길 24
천안시,쌍용두산위브,천안시 서북구 미라5길 12(쌍용동),쌍용1동,99.0,15.0,2.0,2010-03-30,041-571-4947,36.79984081522,127.127665057015,천안시 서북구 미라5길 12
천안시,이화아파트,천안시 서북구 다가말2길 14(쌍용동),쌍용1동,290.0,5.0,8.0,1985-11-27,041-573-3223,36.7969391829759,127.133055103625,천안시 서북구 다가말2길 14
천안시,쌍용극동아파트,천안시 서북구 새말3길 15(쌍용동),쌍용1동,262.0,14.0,3.0,1991-08-12,041-574-3448,36.7966961467836,127.1320092836,천안시 서북구 새말3길 15
천안시,경동아파트,천안시 서북구 새말3길 11(쌍용동),쌍용1동,135.0,5.0,4.0,1986-09-16,041-574-3808,36.7968209840724,127.131246455656,천안시 서북구 새말3길 11
천안시,쌍용현대아파트(3차),천안시 서북구 충무로 208(쌍용동),쌍용1동,378.0,20.0,3.0,1994-10-28,041-571-9570,36.796054048762,127.131163241461,천안시 서북구 충무로 208
천안시,시영아파트(1차),천안시 서북구 봉서2길 7(쌍용동),쌍용1동,210.0,15.0,1.0,1992-09-25,041-900-6327,36.8079646180778,127.129156436937,천안시 서북구 봉서2길 7
천안시,쌍용더팰리스4,천안시 서북구 미라16길 8-21(쌍용동),쌍용1동,44.0,4.0,6.0,2020-01-16,,,,천안시 서북구 미라16길 8-21
천안시,상록수현대아파트(4차),천안시 서북구 쌍용17길 52(쌍용동),쌍용2동,464.0,20.0,4.0,1995-11-04,041-572-1289,36.7960656775663,127.122453348882,천안시 서북구 쌍용17길 52
천안시,계룡푸른마을아파트,천안시 서북구 충무로 143-8(쌍용동),쌍용2동,416.0,18.0,4.0,1996-08-28,041-573-0977,36.7947210565728,127.123913498304,천안시 서북구 충무로 143-8
천안시,해누리선경아파트,천안시 서북구 충무로 158-10(쌍용동),쌍용2동,938.0,25.0,11.0,1996-12-26,041-574-3042,36.792098144525,127.125158412868,천안시 서북구 충무로 158-10
천안시,월봉청솔아파트(1차),천안시 서북구 월봉4로 140-9(쌍용동),쌍용2동,1423.0,15.0,8.0,2000-09-04,041-571-8942,36.8006346769169,127.117085557871,천안시 서북구 월봉4로 140-9
천안시,월봉벽산태영아파트,천안시 서북구 월봉4로 140-14/16(쌍용동),쌍용2동,810.0,15.0,12.0,1998-11-25,041-576-3211,,,천안시 서북구 월봉4로 140-14/16
천안시,월봉일성아파트,천안시 서북구 월봉4로 120-16(쌍용동),쌍용2동,765.0,15.0,12.0,1999-05-04,041-577-2297,36.7962254199454,127.117474818949,천안시 서북구 월봉4로 120-16
천안시,월봉대우아파트,천안시 서북구 월봉4로 88-11(쌍용동),쌍용2동,390.0,15.0,5.0,1998-11-25,041-577-4445,36.7960731742422,127.115592097645,천안시 서북구 월봉4로 88-11
천안시,월봉현대아파트,천안시 서북구 월봉4로 91(쌍용동),쌍용2동,210.0,15.0,3.0,1998-11-25,041-575-1401,36.7961989633413,127.1137290667,천안시 서북구 월봉4로 91
천안시,월봉청솔아파트(2차),천안시 서북구 월봉7길 77(쌍용동),쌍용2동,1335.0,15.0,9.0,2000-01-15,041-578-2123,36.7936492646787,127.115412212644,천안시 서북구 월봉7길 77
천안시,현대홈타운2단지아파트(6차),천안시 서북구 충무로 124-25(쌍용동),쌍용2동,299.0,15.0,4.0,2004-05-24,041-571-5162,36.7922741795468,127.123474727575,천안시 서북구 충무로 124-25
천안시,현대아이파크홈타운1단지,천안시 서북구 충무로 124-24(쌍용동),쌍용2동,1316.0,15.0,19.0,2004-05-24,041-571-5760,36.7904667819932,127.124630748939,천안시 서북구 충무로 124-24
천안시,쌍용자이아파트,천안시 서북구 월봉1길 15(쌍용동),쌍용2동,564.0,15.0,10.0,2007-01-12,041-571-6720,36.7880387882331,127.116391046014,천안시 서북구 월봉1길 15
천안시,쌍용동일하이빌아파트,천안시 서북구 충무로 5-16(쌍용동),쌍용2동,523.0,15.0,9.0,2007-04-24,041-576-7077,36.7857573934593,127.113828914647,천안시 서북구 충무로 5-16
천안시,한라동백아파트,천안시 서북구 쌍용17길 13(쌍용동),쌍용2동,476.0,18.0,6.0,1995-05-31,041-571-9514,36.7998136570046,127.123516410751,천안시 서북구 쌍용17길 13
천안시,세경개나리아파트,천안시 서북구 쌍용18길 61(쌍용동),쌍용2동,167.0,13.0,1.0,1994-07-14,041-571-6685,36.7983225302864,127.125805316722,천안시 서북구 쌍용18길 61
천안시,일성능수아파트(3차)1블럭,천안시 서북구 쌍용17길 25(쌍용동),쌍용2동,521.0,18.0,6.0,1994-12-09,041-571-2297,36.7982611508619,127.124102849599,천안시 서북구 쌍용17길 25
천안시,쌍용모란아파트,천안시 서북구 쌍용17길 8(쌍용동),쌍용2동,386.0,19.0,5.0,1994-11-09,041-571-4625,36.7999364583201,127.122139938833,천안시 서북구 쌍용17길 8
천안시,일성능수아파트(3차)2블럭,천안시 서북구 쌍용18길 36(쌍용동),쌍용2동,247.0,18.0,2.0,1994-12-09,041-571-2298,36.7982682972144,127.122686556385,천안시 서북구 쌍용18길 36
천안시,범양마더빌아파트(1차),천안시 서북구 충무로 170-5(쌍용동),쌍용2동,150.0,15.0,3.0,2005-05-27,041-574-0567,36.7934733924321,127.127142008499,천안시 서북구 충무로 170-5
천안시,범양마더빌아파트(2차),천안시 서북구 충무로 170-8(쌍용동),쌍용2동,48.0,13.0,1.0,2006-09-29,041-574-0564,36.7932834857549,127.126590111114,천안시 서북구 충무로 170-8
천안시,쌍용역푸르지오아파트,천안시 서북구 충무로 93(쌍용동),쌍용2동,291.0,15.0,4.0,2006-10-30,041-572-8737,36.7919558850827,127.118715867991,천안시 서북구 충무로 93
천안시,시영아파트(2차),천안시 서북구 쌍용18길 69(쌍용동),쌍용2동,352.0,14.0,3.0,1994-11-30,041-571-5953,36.7976236151605,127.124446482217,천안시 서북구 쌍용18길 69
천안시,일성다래아파트(4차),천안시 서북구 쌍용16길 41(쌍용동),쌍용2동,132.0,20.0,1.0,1996-09-25,041-572-2800,36.7974487825425,127.122027526242,천안시 서북구 쌍용16길 41
천안시,쌍용역코오롱하늘채아파트,천안시 서북구 월봉로 15(쌍용동),쌍용2동,454.0,26.0,4.0,2018-05-04,041-572-7172,36.7924482936678,127.120022689153,천안시 서북구 월봉로 15
천안시,천안쌍용라이프타운아파트,천안시 서북구 쌍용11길 33(쌍용동),쌍용3동,540.0,15.0,7.0,1994-11-19,041-571-4398,36.8026205312463,127.121944181571,천안시 서북구 쌍용11길 33
천안시,쌍용주공7단지아파트(2차),천안시 서북구 쌍용11길 55(쌍용동),쌍용3동,593.0,15.0,7.0,1995-03-05,041-572-8684,36.8021749577135,127.124527802291,천안시 서북구 쌍용11길 55
천안시,쌍용주공7단지아파트(3차),천안시 서북구 쌍용11길 58(쌍용동),쌍용3동,930.0,15.0,9.0,1995-05-19,041-572-9901,36.8016896555614,127.124492727917,천안시 서북구 쌍용11길 58
천안시,쌍용주공9단지아파트(1차),천안시 서북구 봉서산샛길 65(쌍용동),쌍용3동,1080.0,15.0,11.0,1998-04-28,041-574-6414,36.8062574180569,127.120972999972,천안시 서북구 봉서산샛길 65
천안시,쌍용마을뜨란채아파트,천안시 서북구 봉서산샛길 64(쌍용동),쌍용3동,1119.0,15.0,16.0,1999-06-21,041-576-3650,36.8063629467517,127.118276860878,천안시 서북구 봉서산샛길 64
천안시,용암동아벽산아파트(용암마을아파트),천안시 서북구 월봉로 131(쌍용동),쌍용3동,505.0,15.0,11.0,1999-10-09,041-577-3141,36.8025431450338,127.117812566783,천안시 서북구 월봉로 131
천안시,파크밸리동일하이빌아파트,천안시 서북구 봉서산1길 35(쌍용동),쌍용3동,964.0,18.0,25.0,2011-02-11,041-575-1182,36.8118779753093,127.121974328132,천안시 서북구 봉서산1길 35
천안시,쌍용주공7단지아파트(1차),천안시 서북구 쌍용11길 57(쌍용동),쌍용3동,984.0,15.0,6.0,1994-03-18,041-571-3676,36.8024944682492,127.126429342516,천안시 서북구 쌍용11길 57
천안시,쌍용주공10단지아파트(2차),천안시 서북구 봉서산샛길 64(쌍용동),,312.0,15.0,3.0,1999-06-21,041-575-6961,36.8062574180569,127.120972999972,천안시 서북구 봉서산샛길 64
천안시,천안역사동아라이크텐아파트,천안시 서북구 천안천4길 20(와촌동),와촌동,992.0,48.0,4.0,2021-04-30,041-579-9801,36.8085878103249,127.145038472202,천안시 서북구 천안천4길 20
천안시,천안역세권 행복주택,천안시 서북구 천안천4길 32,와촌동,150.0,18.0,2.0,2022-06-02,041-575-2303,36.809560162563,127.144178968144,천안시 서북구 천안천4길 32
천안시,주성레이크빌아파트,천안시 서북구 위례성로 1909-3(입장면),입장면,170.0,5.0,8.0,2003-07-28,041-585-0120,36.9097255738487,127.250386708618,천안시 서북구 위례성로 1909-3
천안시,입장한성아파트,천안시 서북구 도림길 10(입장면),입장면,770.0,5.0,18.0,1999-12-04,041-584-2611,36.9153822337657,127.245398153653,천안시 서북구 도림길 10
천안시,입장연합아파트,천안시 서북구 성진로 718(입장면),입장면,241.0,6.0,3.0,1992-07-18,041-583-3310,36.9122529480208,127.210741740391,천안시 서북구 성진로 718
천안시,거봉아파트,천안시 서북구 성진로 619(입장면),입장면,68.0,5.0,2.0,1999-05-17,041-583-4222,36.9126914675833,127.199868724824,천안시 서북구 성진로 619
천안시,입장연합초원아파트,천안시 서북구 입장로 121(입장면),입장면,332.0,6.0,5.0,1996-07-19,041-583-7743,36.9113852022295,127.220031836558,천안시 서북구 입장로 121
천안시,아스트레(한아름아파트),천안시 서북구 입장시장2길 54(입장면),입장면,214.0,5.0,4.0,2017-12-29,,36.9143165946848,127.22770704396,천안시 서북구 입장시장2길 54
천안시,희홍밸러뷰아파트,천안시 서북구 직산로 252-10(직산읍),직산읍,168.0,5.0,6.0,2010-12-20,041-587-4748,36.8962552131922,127.166689492211,천안시 서북구 직산로 252-10
천안시,청호아파트(5차),천안시 서북구 군수1길 78-23(직산읍),직산읍,282.0,6.0,6.0,1993-11-02,041-581-1284,36.8958198951282,127.143342100401,천안시 서북구 군수1길 78-23
천안시,직산우성아파트(8차),천안시 서북구 자은가리1길 68(직산읍),직산읍,946.0,15.0,4.0,1995-01-19,041-583-4781,36.8702017737732,127.128239068503,천안시 서북구 자은가리1길 68
천안시,직산대림아파트,천안시 서북구 2공단5로 169(직산읍),직산읍,640.0,10.0,4.0,1998-07-16,041-621-0035,36.8615282643057,127.121325167373,천안시 서북구 2공단5로 169
천안시,직산청솔아파트,천안시 서북구 부송로 355(직산읍),직산읍,204.0,6.0,4.0,1995-01-23,041-583-8474,36.8776078414944,127.128730619497,천안시 서북구 부송로 355
천안시,청호아파트(4차),천안시 서북구 송기길 23(직산읍),직산읍,246.0,6.0,6.0,1992-07-29,041-583-5491,36.8762812038308,127.139003782177,천안시 서북구 송기길 23
천안시,직산코아루아파트,천안시 서북구 삼은3길 34(직산읍),직산읍,285.0,15.0,4.0,2005-10-14,041-584-3541,36.877859623579,127.152481203522,천안시 서북구 삼은3길 34
천안시,청호아파트(6차),천안시 서북구 직산로 18-41(직산읍),직산읍,266.0,14.0,2.0,1995-09-14,041-583-7073,36.8796696856944,127.15892886472,천안시 서북구 직산로 18-41
천안시,정석아파트,천안시 서북구 직산로 18-23(직산읍),직산읍,108.0,6.0,3.0,1991-09-17,041-587-2077,36.8799835261599,127.155945492492,천안시 서북구 직산로 18-23
천안시,직산한도아파트,천안시 서북구 직산로 24(직산읍),직산읍,294.0,15.0,2.0,1993-03-23,041-583-7341,36.8800162137873,127.154444517411,천안시 서북구 직산로 24
천안시,일진아파트,천안시 서북구 삼은5길 14(직산읍),직산읍,144.0,5.0,2.0,1990-12-06,041-583-3593,36.8795705401194,127.151496292225,천안시 서북구 삼은5길 14
천안시,직산세광엔리치빌1단지(1차),천안시 서북구 삼은5길 12-12(직산읍),직산읍,178.0,15.0,1.0,2005-11-01,041-584-7785,36.8791907482216,127.152886643344,천안시 서북구 삼은5길 12-12
천안시,직산세광엔리치빌2단지(1차),천안시 서북구 삼은4길 18-23(직산읍),직산읍,318.0,15.0,5.0,2005-11-28,041-584-7786,36.8801644317789,127.150806056096,천안시 서북구 삼은4길 18-23
천안시,직산산호아파트,천안시 서북구 양당율금길 4-30(직산읍),직산읍,494.0,15.0,3.0,1997-12-14,041-582-3995,36.894997725494,127.124393469591,천안시 서북구 양당율금길 4-30
천안시,직산부영아파트,천안시 서북구 천안대로 1718(직산읍),직산읍,854.0,12.0,8.0,1998-04-24,041-581-1432,36.8941672547389,127.138579822439,천안시 서북구 천안대로 1718
천안시,한아름아파트,천안시 서북구 상덕로 286(직산읍),직산읍,49.0,5.0,1.0,1998-12-31,,36.8911151114751,127.125301364874,천안시 서북구 상덕로 286
천안시,모닝스위트,천안시 서북구 모시1길 11-16(직산읍),직산읍,128.0,4.0,8.0,2016-09-12,041-582-3353,36.8685992257481,127.12599121822,천안시 서북구 모시1길 11-16
천안시,직산동보영구임대아파트,천안시 서북구 상덕로 32(직산읍),직산읍,904.0,12.0,2.0,1997-04-08,041-583-2889,36.8700231348354,127.119367826784,천안시 서북구 상덕로 32
천안시,직산청림아파트,천안시 서북구 삼은5길 18(직산읍),,480.0,5.0,6.0,1987-09-24,041-583-1385,36.8799828252388,127.151965298578,천안시 서북구 삼은5길 18
